Marca temporal,Evaluador ,Nombre ,Número la Mandíbula ,ID (Código de la Mandíbula),Impresión total [Izquierda],Mentón [Izquierda],Ángulo mandibular [Izquierda],Ángulo mandibular [Derecha ],Eversión gonial [Izquierda],Eversión gonial [Derecha ],Margen inferior [Izquierda],Cuerpo mandibular [Izquierda],Rama mandibular [Izquierda],Rama mandibular [Derecha ],Incisura mandibular / Escotadura sigmoidea [Izquierda],Incisura mandibular / Escotadura sigmoidea [Derecha ],Proceso condilar [Izquierda],Proceso condilar [Derecha ],Proceso coronoide [Izquierda],Proceso coronoide [Derecha ],Arco dental [Izquierda],Dientes (Número),Comentarios,Diente  [Izquierda]
12/11/2019 13:16:44,Obs 03,Abigail Gómez Moreno ,08,Cona00008,-1,-2,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,No identificado,0,0,0,5,,
12/11/2019 13:19:25,Obs 03,Abigail Gómez Moreno ,57,Cona00057,-1,-1,-1,-1,0,0,0,+1,-1,-1,+1,+1,-1,-1,0,-1,-2,1,,
12/11/2019 13:21:13,Obs 03,Abigail Gómez Moreno ,17,Cona00017,0,0,-1,-1,+1,+1,-1,0,-1,-1,0,0,0,+1,0,0,-2,0,,
12/11/2019 13:22:53,Obs 03,Abigail Gómez Moreno ,44,Cona00044,0,+1,+1,0,+2,+2,+2,+2,+1,0,+1,-1,No identificado,No identificado,+2,+2,+1,6,,
12/11/2019 13:24:31,Obs 03,Abigail Gómez Moreno ,70,Cona00070,-1,-1,-1,-1,+1,+1,-1,-1,-1,-1,-1,-1,-1,-1,+1,+1,-1,0,,
12/11/2019 14:50:09,Obs 05,Andrea Damián Pacheco ,5,ConaN11,0,-1,+1,+1,-1,-1,+1,0,+1,+1,+1,+2,+2,+1,+1,+1,-2,0,,
12/11/2019 14:55:48,Obs 06,Jonathan Romero Franco,5,ConaN11,-1,-2,+1,0,+1,0,0,-2,0,0,-1,-1,+1,+1,+1,+1,0,0,,
12/11/2019 14:59:03,Obs 05,Andrea Damián Pacheco,13,ConaN23,+1,+2,+1,+2,+2,+1,+2,+2,+1,+1,-1,-2,+1,+1,-1,-2,+1,14,"Uno de los dientes es solo un resto radicular, algunos con ligera movilidad y fracturados.",
12/11/2019 15:03:40,Obs 07,Valeria Vidal Gallegos,5,ConaN11,-1,-1,-1,0,-1,0,-1,-1,0,0,0,0,-1,-1,0,0,-1,0,,
12/11/2019 15:05:09,Obs 06,Jonathan Romero Franco,13,ConaN23,+2,+2,+1,+1,0,0,+2,+2,0,0,-1,-2,-1,+2,+1,+2,+1,14,,
12/11/2019 15:05:38,Obs 05,Andrea Damián Pacheco ,12,ConaN19,-2,-2,+1,+2,+1,-1,-1,-1,0,-1,+1,+2,-1,-2,-2,-1,+2,2,"Se encuentran los dientes con fractura, fisura y desgaste.",
12/11/2019 15:11:38,Obs 06,Jonathan Romero Franco,12,ConaN19,-2,-2,+1,+1,+1,0,+1,-2,-1,-1,+1,+1,-1,-2,-1,+1,-2,2,,
12/11/2019 15:12:07,Obs 07,Valeria Vidal Gallegos,13,ConaN23,+1,+1,+1,0,0,0,+1,0,-1,0,+1,-1,No identificado,0,0,0,+1,14,Cóndilo izquierdo presenta una ligera fractura,
12/11/2019 15:14:56,Obs 05,Andrea Damián Pacheco,17,ConaN28,-1,+2,-1,-1,0,-1,+1,+1,-2,-2,-2,-2,+2,+2,-2,-2,-2,16,Varios dientes con desgaste. Perdida ósea en ciertas zonas vestibulares y marcas en hueso por lingual en zona de molares .,
12/11/2019 15:15:04,Obs 07,Valeria Vidal Gallegos,12,ConaN19,-1,-1,0,0,+1,+1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,2,,
12/11/2019 15:22:02,Obs 06,Jonathan Romero Franco ,17,ConaN28,+2,+2,-1,-1,-1,-1,0,+2,+1,+1,+1,0,+2,+2,-2,-2,+1,16,,
12/11/2019 15:25:30,Obs 07,Valeria Vidal Gallegos,17,ConaN28,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,-2,-2,-1,16,,
12/11/2019 15:29:44,Obs 05,Andrea Damián Pacheco,1,ConaN7,-1,+1,+1,0,-1,-1,+2,+2,+1,+1,-2,-2,+1,+2,+2,+2,-2,1,El diente tiene mucha movilidad y desgaste. Pequeña fractura en el ángulo de la rama de la mandíbula izquierda.,
12/11/2019 15:35:06,Obs 06,Jonathan Romero Franco,1,ConaN7,+2,+2,-1,-1,0,-1,+2,+2,+2,+2,-1,-1,+1,+2,+2,+2,-1,1,Diente con movilidad,
12/11/2019 15:35:50,Obs 05,Andrea Damián Pacheco ,18,UNAM N. 30,+1,+1,+1,+1,+2,+2,+1,+2,+2,+2,+2,+1,+1,+2,-1,0,-1,15,Unos dientes con movilidad y otros fracturados y fisurados. Uno de ellos es resto radicular y hay pérdida ósea por unas zonas en vestibular.,
12/11/2019 15:38:26,Obs 07,Valeria Vidal Gallegos,1,ConaN7,0,+1,0,No identificado,-1,-1,+1,0,0,0,-1,-1,+1,+1,-1,-1,+1,1,,
12/11/2019 15:39:27,Obs 06,Jonathan Romero Franco,18,UNAM N°30,+2,+2,+2,+2,+2,+2,+1,+2,+1,+2,+1,+1,+1,+1,0,+1,+2,15,,
12/11/2019 15:44:18,Obs 07,Valeria Vidal Gallegos,18,UNAMN.30,0,+1,+1,+1,+1,+1,+1,+1,+1,0,+1,+1,0,+1,+1,+1,+1,15,Fractura coronal del diente 41,
12/11/2019 17:02:27,Obs 05,Andrea Damián Pacheco,8,ConaN15,+2,+1,+2,+1,+1,+1,+2,+2,+1,+1,-2,-2,0,-1,-1,-1,-2,13,Algunos dientes fracturados y con movilidad. Presencia de múltiples  torus  por la zona lingual,
12/11/2019 17:06:52,Obs 06,Jonathan Romero Franco,8,ConaN15,+2,+2,+2,+2,+1,0,+2,+2,+2,+2,0,0,+2,+1,+1,+2,+2,13,,
12/11/2019 17:09:20,Obs 05,Andrea Damián Pacheco ,11,ConaN18,-1,+2,+1,-1,+1,-1,-2,-1,-2,-2,-2,-2,-1,-1,-2,-2,+2,0,,
12/11/2019 17:12:42,Obs 06,Jonathan Romero Franco,11,ConaN18,-2,-1,+1,0,+1,0,-1,-2,-1,-1,-1,-1,-1,-1,-2,-1,0,0,,
12/11/2019 17:15:29,Obs 07,Valeria Vidal Gallegos,8,ConaN15,+1,+1,+2,+2,+1,+1,+2,+2,-1,-1,+1,+1,+1,+1,0,+1,+1,13,Hay presencia de torus mandibular,
12/11/2019 17:15:51,Obs 05,Andrea  Damián Pacheco,7,ConaN14,-1,+2,-2,-2,-1,0,-1,+1,-1,-1,+1,+1,+1,+1,-2,-2,-1,4,Pérdida ósea vestibular. Desgaste y fractura de los dientes ,
12/11/2019 17:18:28,Obs 07,Valeria Vidal Gallegos,11,ConaN18,-2,0,0,-1,+1,0,-2,-1,0,0,0,+1,-1,-1,-2,-2,-1,0,,
12/11/2019 17:19:55,Obs 06,Jonathan Romero Franco,7,ConaN14,+1,-1,-1,-1,-1,-1,0,+2,+1,+1,+1,0,+1,+1,0,+1,0,4,,
12/11/2019 17:23:50,Obs 07,Valeria Vidal Gallegos,7,ConaN14,+2,+2,0,0,-1,-1,+1,+1,+1,+1,0,+1,+1,+1,+1,+1,-1,4,,
12/11/2019 17:24:00,Obs 05,Andrea Damián Pacheco,2,ConaN8,-1,-1,+1,No identificado,-1,No identificado,0,+1,-1,-1,+1,+1,-1,-2,-2,-2,+1,1,Resto radicular. Pequeños desgastes en procesos coronoides y condilar.  Fractura del ángulo de la mandíbula del lado derecho,
12/11/2019 17:27:27,Obs 06,Jonathan Romero Franco,2,ConaN8,-2,-1,+1,-1,+1,0,+1,-2,0,0,-1,-1,0,-1,-1,0,-1,1,,
12/11/2019 17:28:15,Obs 05,Andrea Damián Pacheco ,6,ConaN13,+2,+1,+2,+1,0,+1,+2,+2,+1,+1,+1,+1,+2,+2,+2,+2,-2,0,,
12/11/2019 17:31:22,Obs 07,Valeria Vidal Gallegos,2,ConaN8,-2,0,0,No identificado,-1,No identificado,-1,-1,-1,-1,+1,0,-1,-1,-1,-1,0,1,,
12/11/2019 17:32:22,Obs 05,Andrea Damián Pacheco,20,UNAM Col. 7914 ,+1,-2,+2,+2,+2,+2,+2,+2,+1,+1,-2,-2,-1,-1,-1,-1,-2,0,,
12/11/2019 17:32:48,Obs 06,Jonathan Romero Franco,6,ConaN13,+2,+1,+1,0,0,0,+1,+2,+1,+1,-1,0,+2,+2,+1,+1,0,0,,
12/11/2019 17:35:34,Obs 07,Valeria Vidal Gallegos,6,ConaN18,+2,+2,+2,+2,0,+1,+1,+2,+1,+1,+1,+1,+1,+2,0,0,-1,0,,
12/11/2019 17:36:32,Obs 06,Jonathan Romero Franco,20,UNAM Col. 7914,+1,-1,+1,+1,0,+1,+1,+1,+1,0,+1,-1,+2,+2,+1,+2,-1,0,,
12/11/2019 17:39:27,Obs 07,Valeria Vidal Gallegos,20,UNAMCOL.7914,+2,+2,+2,+2,+1,+1,+1,+2,+1,0,+1,+1,+1,+1,0,0,0,1,,
25/11/2019 11:49:38,Obs 02,mariana,54,cona 00054,+1,-1,-1,0,0,0,+1,0,+1,+1,0,0,0,0,-1,-1,+1,3,,
25/11/2019 11:50:16,Obs 01,miguel,54,cona54,0,+1,+1,+1,0,0,-1,0,+1,+1,-1,-1,-1,-1,0,0,+1,3,,
25/11/2019 11:53:41,Obs 01,miguel,46,cona46,-1,+1,-1,-1,0,0,-1,-1,-2,-2,0,0,+1,No identificado,-1,-1,-1,1,presenta fractura coronal del còndilo derecho,
25/11/2019 11:55:04,Obs 02,mariana,46,cona 00046,-1,+1,0,0,-1,-1,-1,0,-1,-1,+1,+1,0,No identificado,-1,-1,0,1,Presenta fractura del condilo derecho,
25/11/2019 11:56:56,Obs 01,Miguel,34,cona34,0,-1,+1,+1,+1,+1,-1,0,+2,+2,-2,-2,0,0,+1,+1,+2,1,,
25/11/2019 11:58:02,Obs 02,Mariana,34,Cona 00034,+1,0,+1,+1,+1,+1,-2,0,+1,+1,-1,-1,-1,-1,+1,+1,0,1,,
26/11/2019 10:27:49,Obs 01,miguel,54,cona54,+1,+1,0,0,+1,+1,+1,+1,+2,+2,+1,+1,0,0,-1,-1,+1,3,,
26/11/2019 10:30:03,Obs 01,miguel,46,cona46,-1,+1,-1,-1,0,0,-1,-1,-1,-1,0,0,+1,No identificado,-2,-2,-1,1,perdida de cóndilo derecho,
26/11/2019 10:31:38,Obs 01,miguel,34,cona34,-1,-1,+1,+1,+1,+1,-1,0,-1,-1,-2,-2,-1,-1,-2,-2,-1,1,,
26/11/2019 10:33:19,Obs 01,miguel,27,cona27,+1,-1,+1,+1,0,0,+1,-1,+1,+1,+1,+1,+2,No identificado,+1,+1,+1,2,,
26/11/2019 10:35:31,Obs 01,miguel,23,cona23,0,0,+1,+1,0,0,+1,0,-1,-1,-1,-1,No identificado,0,-1,-1,-1,1,,
26/11/2019 10:37:31,Obs 01,miguel,73,cona73,0,-1,-1,-1,0,0,-1,-1,-1,-1,+1,+1,No identificado,0,-1,-1,-1,0,cóndilo izquierdo fracturado,
26/11/2019 10:39:47,Obs 01,miguel,48,cona48,-2,-2,-1,-1,+1,+1,-2,-2,-1,-1,+2,+2,+2,+2,+1,+1,-2,0,,
26/11/2019 10:41:28,Obs 01,miguel,10,cona10,+1,-1,-1,-1,0,0,+1,+1,+1,+1,+2,+2,+1,+1,0,0,0,2,,
26/11/2019 10:43:40,Obs 01,miguel,41,cona41,+1,+1,-1,-1,0,0,+1,+1,-1,0,No identificado,+1,No identificado,-1,No identificado,0,0,0,corte coronal de rama izquierda,
26/11/2019 10:45:26,Obs 01,miguel,55,cona55,+1,0,-1,-1,+1,+1,+1,+1,-1,-1,-1,-1,No identificado,No identificado,-1,-1,0,0,fractura de ambos cóndilos,
26/11/2019 10:47:21,Obs 01,miguel,51,cona51,+1,0,+1,+1,0,0,+2,+1,+2,+2,+1,+1,No identificado,0,+2,+2,+1,0,perdida de cóndilo izquierdo,
26/11/2019 10:49:27,Obs 01,miguel,33,cona33,+1,-1,+1,+1,-1,0,0,0,-1,-1,-1,-1,+1,+1,+2,+2,-1,1,,
26/11/2019 10:53:59,Obs 01,miguel,36,cona36,-1,+1,+1,+1,0,0,-2,-1,-1,-1,-1,-1,+1,+1,-1,-1,-1,5,,
26/11/2019 10:55:27,Obs 01,miguel,63,cona63,+1,-1,+1,+1,0,+1,+2,+1,+1,+1,+1,+1,0,0,-1,-1,+1,6,,
26/11/2019 10:57:05,Obs 01,miguel,70,cona70,-2,+1,-1,-1,0,+2,0,-1,-1,-1,+1,+1,-1,-1,-1,-1,+2,0,,
26/11/2019 10:59:06,Obs 01,miguel,4,cona4,+1,-1,-1,-1,0,0,-1,0,-1,-1,+1,+1,+1,+1,-1,-1,+1,0,,
26/11/2019 11:00:34,Obs 01,miguel,14,cona14,-1,-1,+1,+1,-1,0,+1,-1,0,0,-2,-2,+1,+1,-1,-1,+2,0,,
26/11/2019 11:02:41,Obs 01,miguel,30,cona30,+2,-1,-1,-1,+1,-1,+1,+1,-1,-1,-1,-1,+1,+1,+1,+1,+1,5,,
26/11/2019 11:04:16,Obs 01,miguel,40,cona40,0,0,+1,+1,+1,0,+1,+1,0,0,+1,+1,0,No identificado,-1,-1,+1,0,no presenta cóndilo derecho,
26/11/2019 11:05:44,Obs 01,miguel,12,cona12,0,-1,-1,-1,0,+1,0,-1,+1,+1,+1,+1,-1,-1,-1,-1,-1,2,,
26/11/2019 11:07:18,Obs 01,miguel,66,cona66,0,0,+1,+1,0,0,0,-1,+1,+1,+1,+1,+1,+1,+1,+1,-2,2,,
26/11/2019 11:10:04,Obs 01,miguel,67,cona67,+2,+1,+1,+1,0,0,+1,0,-1,-1,-1,+1,No identificado,+1,0,0,+1,5,pérdida de cóndilo izquierdo,
26/11/2019 11:12:27,Obs 01,miguel,75,cona75,-1,-1,+1,+1,0,0,-1,-1,-1,-1,+2,+2,0,No identificado,+2,+2,+1,0,pérdida de cóndilo derecho,
26/11/2019 11:13:31,Obs 02,Mariana,54,Cona00054,+1,+1,+1,+1,+2,+2,+1,+1,+1,+1,+1,+1,+1,0,+1,No identificado,+1,3,,
26/11/2019 11:14:13,Obs 01,miguel,52,cona52,0,+1,0,0,+1,+1,-1,0,-1,-1,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,+1,0,presenta corte total coronal de ambas ramas,
26/11/2019 11:14:56,Obs 02,Mariana,46,Cona00046,+1,0,+1,+1,-1,0,+1,+1,-1,+1,+1,0,+1,No identificado,0,0,0,1,,
26/11/2019 11:15:58,Obs 02,Mariana,34,Cona00034,0,0,+1,+1,+1,+1,+1,0,0,+1,+1,0,-1,-1,+1,+1,0,1,,
26/11/2019 11:16:15,Obs 01,miguel,22,cona22,+1,0,0,0,0,+1,-1,+1,-1,-1,-1,+1,-1,-1,-2,-2,-1,2,,
26/11/2019 11:17:47,Obs 02,Mariana,27,Cona00027,+1,-1,+1,+1,+2,+2,+1,+1,+1,+1,+1,0,+2,No identificado,+1,+1,-1,2,,
26/11/2019 11:19:14,Obs 02,Mariana,23,Cona00023,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,+1,0,No identificado,0,+1,+1,+1,1,,
26/11/2019 11:20:26,Obs 02,Mariana,73,Cona00073,+1,-1,0,0,0,0,+1,+1,+1,+1,+1,+1,No identificado,+1,+1,+1,+1,0,,
26/11/2019 11:21:33,Obs 01,miguel,38,cona38,0,+1,+1,+1,+1,+1,+2,+2,0,0,+1,+1,No identificado,No identificado,0,0,-1,0,,
26/11/2019 11:23:30,Obs 01,miguel,62,cona62,+2,0,+2,+2,0,0,+1,0,+2,+2,-1,-1,No identificado,No identificado,+1,+1,0,3,presenta fractura de ambos cóndilos,
26/11/2019 11:24:30,Obs 02,Mariana,48,Cona00048,-1,0,-1,-1,+1,-1,0,No identificado,+1,-1,+1,+1,+1,0,-1,-1,No identificado,0,,
26/11/2019 11:25:11,Obs 01,miguel,26,cona26,+2,+1,+2,-1,+1,-1,0,0,+1,-1,0,0,0,0,-1,-1,+1,7,,
26/11/2019 11:26:56,Obs 02,Mariana,10,Cona00010,-1,-1,0,0,+1,0,+1,0,+1,0,+1,+1,-1,-1,+1,+1,+1,2,,
26/11/2019 11:28:21,Obs 02,Mariana,41,Cona00041,+1,+1,+1,+1,+1,0,+1,+1,No identificado,0,No identificado,0,No identificado,-1,No identificado,0,-1,0,,
26/11/2019 11:28:44,Obs 01,miguel,13,cona13,-2,-1,-1,-1,0,0,-1,-1,-1,-1,+1,+1,-2,-2,-2,-2,+2,0,,
26/11/2019 11:29:42,Obs 02,Mariana,55,Cona00055,+1,0,+1,+1,+1,+1,+1,+1,-1,+1,+1,+1,No identificado,No identificado,+1,0,+1,0,,
26/11/2019 11:30:37,Obs 01,miguel,35,cona35,-1,+1,0,0,0,+1,-1,0,-1,-1,+1,+1,No identificado,No identificado,-1,-1,-1,1,fractura en ambos condilos,
26/11/2019 11:30:56,Obs 02,Mariana,51,Cona00051,+1,+1,+1,+1,0,0,+2,+1,+1,+1,+1,+1,No identificado,0,+1,No identificado,0,0,,
26/11/2019 11:32:08,Obs 02,Mariana,33,Cona00033,0,-1,+1,+1,+1,0,+1,+1,+1,0,0,+1,+1,+1,0,0,+1,1,,
26/11/2019 11:32:37,Obs 01,miguel,77,cona77,+2,+2,+2,+2,0,0,+2,+1,+1,+1,+2,+2,No identificado,No identificado,+1,No identificado,+1,0,fractura de cóndilos y proceso derecho,
26/11/2019 11:34:05,Obs 01,miguel,76,cona76,+1,-1,+1,+1,+1,+1,+1,+1,-1,-1,-1,-1,+1,-1,-2,-2,-1,8,,
26/11/2019 11:34:47,Obs 02,Mariana,36,Cona00036,-1,0,-1,0,+1,0,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,5,,
26/11/2019 11:36:01,Obs 02,Mariana,63,Cona00063,0,-1,+1,+1,+1,+1,+2,+1,-1,-1,0,0,-1,-1,-1,0,0,4,,
26/11/2019 11:36:32,Obs 01,miguel,80,cona80,+2,+2,+2,+2,+1,+1,+1,+1,+2,+2,+1,+1,+1,+1,+1,+1,0,1,,
26/11/2019 11:37:11,Obs 02,Mariana,70,Cona00070|,+1,+1,+1,+1,+1,+2,+1,0,0,0,0,+1,-1,-1,+1,+1,No identificado,0,,
26/11/2019 11:38:21,Obs 01,miguel,11,cona11,0,-1,+1,+1,+2,+2,+1,0,+2,+2,+2,+2,No identificado,No identificado,+2,+2,-1,1,pérdida de ambos cóndilos,
26/11/2019 11:38:28,Obs 02,Mariana,4,Cona00004,+1,0,0,+1,-1,-1,+1,-1,+1,-1,0,0,-1,-1,-1,-1,0,0,,
26/11/2019 11:39:27,Obs 02,Mariana,14,Cona00014,+1,+1,+1,+1,0,0,+1,-1,+1,+1,-1,-1,0,0,0,+1,0,0,,
26/11/2019 11:39:57,Obs 01,miguel,39,cona39,+1,0,+1,+1,0,0,+1,+1,+2,+2,-2,-2,+1,No identificado,+1,+1,0,1,pérdida parcial de cóndilo derecho,
26/11/2019 11:40:29,Obs 02,Mariana,30,Cona00030,+1,0,+1,+1,+1,+1,+2,+1,-1,-1,0,0,+1,+1,+1,+1,+1,5,,
26/11/2019 11:41:31,Obs 01,miguel,68,cona68,0,-1,-1,-1,+1,0,+1,0,0,0,-1,-1,-1,-1,-2,-2,-1,0,,
26/11/2019 11:42:50,Obs 01,miguel,65,cona65,0,+1,+1,+1,+2,+2,+1,0,0,0,-1,-1,0,0,-2,-2,+2,1,,
26/11/2019 11:43:46,Obs 02,Mariana,40,Cona00040,+1,-1,+1,+1,+1,+1,+1,+1,-1,-1,+1,+1,-1,No identificado,-1,0,+1,0,,
26/11/2019 11:44:11,Obs 01,miguel,71,cona71,+2,+1,+2,+2,+1,+1,+2,+1,+2,+2,-2,-2,0,0,-2,-2,+1,2,,
26/11/2019 11:45:08,Obs 02,Mariana,12,Cona00012,0,-1,0,+1,+1,+1,0,0,+1,-1,-1,-1,-2,-2,-1,-1,+1,2,,
26/11/2019 11:45:46,Obs 01,miguel,72,cona72,0,-1,-1,-1,0,0,+1,+1,-1,-1,-2,-2,No identificado,+1,-2,-2,0,2,fractura posterior de cóndilo izquierdo,
26/11/2019 11:46:10,Obs 02,Mariana,66,Cona00066,+1,+1,+1,+1,0,0,+1,-1,+1,0,+1,+1,-1,0,+1,+1,-1,2,,
26/11/2019 11:47:28,Obs 02,Mariana,67,Cona00067,+1,-1,+1,+1,+1,+1,+2,0,+1,+1,+1,0,No identificado,-1,+1,+1,-1,4,,
26/11/2019 11:47:34,Obs 01,miguel,7,cona7,-1,No identificado,+1,+1,-1,-1,No identificado,-1,0,0,+1,+1,+1,No identificado,0,0,-1,1,presenta fractura lateral de cóndilo derecho,
26/11/2019 11:48:27,Obs 02,Mariana,75,Cona00075,+1,0,+1,+1,+1,+1,+1,-1,-1,-1,0,No identificado,-1,No identificado,+1,+1,-1,0,,
26/11/2019 11:49:12,Obs 01,miguel,59,cona59,-1,-2,-1,-1,-2,-2,-1,-1,-1,-1,+2,+2,-1,-1,-1,-1,-1,6,"dentición mixta, dientes incluidos",
26/11/2019 11:49:17,Obs 02,Mariana,52,Cona00052,+1,+1,+1,+1,+2,+2,+1,0,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,No identificado,+1,0,,
26/11/2019 11:50:31,Obs 02,Mariana,22,Cona00022,+1,0,0,+1,-1,+1,+1,+1,+1,-1,-1,-1,-1,-1,+1,+1,+1,2,,
26/11/2019 11:50:58,Obs 01,miguel,64,cona64,+2,+1,+2,+2,+1,0,+1,+1,+2,+2,-2,-2,+2,+2,+1,+1,0,0,,
26/11/2019 11:53:32,Obs 01,miguel,6,cona6,+1,+1,+1,+1,+2,+2,+1,+1,+1,+1,+1,+1,+1,No identificado,+1,+1,0,7,pérdida de cóndilo derecho,
26/11/2019 11:54:26,Obs 02,Mariana,38,Cona00038,0,0,+1,+1,+1,+1,+2,-1,-1,-1,+1,+1,No identificado,No identificado,+1,+1,+1,0,,
26/11/2019 11:55:22,Obs 02,Mariana,62,Cona00062,+1,+1,+1,+1,+1,0,+1,+1,+1,+1,-1,-1,No identificado,No identificado,+1,+1,0,3,,
26/11/2019 11:56:07,Obs 01,miguel,56,cona56,+1,+1,+1,+1,0,+2,+1,+1,0,0,-2,-2,0,0,-1,-1,-1,0,,
26/11/2019 11:56:36,Obs 02,Mariana,26,Cona00026,+1,+1,+1,-1,+1,-1,+2,+1,+1,-1,0,+1,0,-1,-1,-1,+2,7,,
26/11/2019 11:57:36,Obs 02,Mariana,13,Cona00013,+1,+1,+1,-1,+1,-1,0,-1,-1,-1,-1,+1,-1,-2,-1,0,0,0,,
26/11/2019 11:58:24,Obs 01,miguel,37,cona37,0,-1,+1,+1,-2,-2,+1,0,+1,+1,+2,+1,No identificado,No identificado,-1,-1,+1,1,pérdida de ambos cóndilos,
26/11/2019 11:58:40,Obs 02,Mariana,35,Cona00035,0,+1,+1,+1,+1,+1,0,0,0,-1,0,+1,No identificado,No identificado,+1,+1,+1,1,,
26/11/2019 11:59:32,Obs 02,Mariana,77,Cona00077,0,0,No identificado,No identificado,No identificado,No identificado,+2,-1,-1,-1,+1,No identificado,No identificado,No identificado,No identificado,No identificado,-1,0,,
26/11/2019 11:59:56,Obs 01,miguel,19,cona19,+1,+1,0,0,0,0,+1,+2,-1,-1,+1,+1,0,0,0,0,+1,3,pérdida de la cara posterior de cóndilo izquierdo,
26/11/2019 12:01:29,Obs 01,miguel,5,cona5,0,-1,0,0,0,+1,0,0,-1,-1,-2,-2,0,0,-1,-1,0,1,,
26/11/2019 12:03:10,Obs 02,Mariana,76,Cona00076,+1,-1,+1,+1,+1,+1,+1,+1,+1,+1,+1,-1,0,-2,+1,+1,+1,8,,
26/11/2019 12:03:40,Obs 01,miguel,20,cona20,+2,+2,+2,+2,+2,+2,+2,+2,+1,+1,+1,+1,+2,+2,+1,+1,+1,4,,
26/11/2019 12:04:07,Obs 02,Mariana,80,Cona00080,+2,-1,+1,+1,+1,+1,+1,+1,+1,+1,0,+1,+1,+1,+2,+2,+1,0,,
26/11/2019 12:05:03,Obs 02,Mariana,11,Cona00011,+1,+1,+1,+1,+1,+1,+1,-1,-1,-1,No identificado,No identificado,No identificado,No identificado,+1,0,-1,1,,
26/11/2019 12:05:57,Obs 01,miguel,49,cona49,+1,+1,0,0,-1,-1,0,0,-1,-1,+1,+1,No identificado,+1,+1,+1,+1,3,pérdida de cóndilo izquierdo,
26/11/2019 12:06:07,Obs 02,Mariana,39,Cona00039,+1,+1,+1,+1,+1,+1,+1,0,+1,+1,-1,-1,+1,No identificado,+1,+1,+1,1,,
26/11/2019 12:07:04,Obs 02,Mariana,68,Cona00068,+1,-1,+1,+1,+1,+1,+2,-1,-1,-1,+1,+1,-1,-1,+1,0,+1,0,,
26/11/2019 12:07:16,Obs 01,miguel,17,cona17,0,+1,0,0,-1,-1,0,+1,0,0,-1,-1,0,0,-1,-1,0,0,,
26/11/2019 12:08:05,Obs 02,Mariana,65,Cona00065,+1,+1,+1,+1,+2,+2,+1,0,+1,+1,-1,-1,-1,-1,-1,-1,+1,1,,
26/11/2019 12:10:04,Obs 01,miguel,18,cona18,+1,-1,+1,-1,+1,-1,0,0,+1,-1,-1,+1,0,0,+1,+1,-1,3,,
26/11/2019 12:11:04,Obs 02,Mariana,71,Cona00071,+2,+1,+1,+1,+1,+2,+1,+1,+1,+1,0,0,-1,0,-1,0,+1,2,,
26/11/2019 12:11:27,Obs 01,miguel,57,cona57,+1,-1,+1,+1,-2,-2,+1,0,0,0,+1,+1,-1,-1,-1,-1,-2,1,,
26/11/2019 12:12:01,Obs 02,Mariana,72,Cona00072,+1,+1,-1,-1,-1,-1,+1,+1,-1,+1,-1,-1,No identificado,+1,-1,-1,-1,2,,
26/11/2019 12:12:55,Obs 02,Mariana,7,Cona00007,+1,No identificado,+1,+1,+1,+1,No identificado,No identificado,+1,+1,0,+1,-1,No identificado,+1,+1,0,1,,
26/11/2019 12:13:03,Obs 01,miguel,44,cona44,0,+2,+2,+2,0,+2,+2,0,+2,+2,+1,+1,No identificado,No identificado,0,0,-2,7,fractura de ambos cóndilos,
26/11/2019 12:14:02,Obs 02,Mariana,59,Cona00059,-1,-1,0,0,-1,-1,+1,+1,-1,-1,+1,+1,-1,-1,+1,+1,0,4,,
26/11/2019 12:14:19,Obs 01,miguel,2,cona2,+2,+2,+1,+1,-1,-1,0,+1,0,0,0,0,-1,-1,-1,-1,+2,0,,
26/11/2019 12:15:01,Obs 02,Mariana,64,Cona00064,+2,+1,+1,+1,+1,+1,+1,+1,+2,+2,-1,-1,+1,+1,+1,+1,0,0,,
26/11/2019 12:16:01,Obs 02,Mariana,6,Cona00006,+1,0,+1,+1,+1,+1,+1,+1,+1,+1,0,+1,No identificado,No identificado,+1,+1,-1,7,,
26/11/2019 12:16:44,Obs 01,miguel,61,cona61,+2,+1,+1,No identificado,-1,No identificado,+1,+2,0,No identificado,0,No identificado,0,No identificado,No identificado,+1,+2,0,"presenta fractura de la cara posterior de la rama derecha, fractura ce proceso izquierdo",
26/11/2019 12:18:07,Obs 01,miiguel,21,cona21,+1,0,0,0,-2,-2,+1,0,-1,-1,+1,+1,0,0,+1,+1,+1,0,,
26/11/2019 12:19:55,Obs 02,Mariana,56,Cona00056,+1,+1,+1,+1,+1,+1,+1,+2,+1,+1,0,0,-1,-1,-1,-1,0,0,,
26/11/2019 12:20:53,Obs 02,Mariana,37,Cona00037,+1,-1,No identificado,-1,+1,-1,+1,+1,+1,+1,No identificado,No identificado,No identificado,No identificado,+1,+1,+1,1,,
